"National Healthcare Safety Network (NHSN) Hospitalization Surveillance (downloaded on "Nov-14-2024)
Influenza Division - Centers for Disease Control and Prevention.
Week,Season,Measure,Region,RegionDescription,Measure_Value
202416,2023-24,Average patients with influenza in ICU,3,HHS Region,44
202416,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,584.57
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.03
202434,2023-24,Average patients with influenza in ICU,7,HHS Region,0.29
202434,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,1.43
202434,2023-24,Influenza Hospital Admissions,8,HHS Region,1
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.01
202434,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202434,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,43.86
202434,2023-24,Influenza Hospital Admissions,9,HHS Region,41
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.08
202434,2023-24,Average patients with influenza in ICU,9,HHS Region,4.43
202434,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,8
202434,2023-24,Influenza Hospital Admissions,10,HHS Region,7
202434,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.05
202434,2023-24,Average patients with influenza in ICU,10,HHS Region,1.14
202435,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,8.14
202435,2023-24,Influenza Hospital Admissions,1,HHS Region,3
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.02
202435,2023-24,Average patients with influenza in ICU,1,HHS Region,0
202435,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,11.71
202435,2023-24,Influenza Hospital Admissions,2,HHS Region,9
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.03
202435,2023-24,Average patients with influenza in ICU,2,HHS Region,1.14
202435,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,49
202435,2023-24,Influenza Hospital Admissions,3,HHS Region,83
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.27
202435,2023-24,Average patients with influenza in ICU,3,HHS Region,6
202435,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,53
202435,2023-24,Influenza Hospital Admissions,4,HHS Region,71
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.11
202435,2023-24,Average patients with influenza in ICU,4,HHS Region,2.86
202435,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,7.29
202435,2023-24,Influenza Hospital Admissions,5,HHS Region,15
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.03
202435,2023-24,Average patients with influenza in ICU,5,HHS Region,1
202435,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,4.43
202435,2023-24,Influenza Hospital Admissions,6,HHS Region,12
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.03
202435,2023-24,Average patients with influenza in ICU,6,HHS Region,0.71
202435,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,3.43
202435,2023-24,Influenza Hospital Admissions,7,HHS Region,5
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.04
202435,2023-24,Average patients with influenza in ICU,7,HHS Region,0
202435,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2.14
202435,2023-24,Influenza Hospital Admissions,8,HHS Region,4
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.03
202435,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202435,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,37.43
202435,2023-24,Influenza Hospital Admissions,9,HHS Region,43
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.08
202435,2023-24,Average patients with influenza in ICU,9,HHS Region,4.43
202435,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,5.71
202435,2023-24,Influenza Hospital Admissions,10,HHS Region,8
202435,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.06
202435,2023-24,Average patients with influenza in ICU,10,HHS Region,0
202436,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,9.29
202436,2023-24,Influenza Hospital Admissions,1,HHS Region,5
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.03
202436,2023-24,Average patients with influenza in ICU,1,HHS Region,0.29
202436,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,12.14
202436,2023-24,Influenza Hospital Admissions,2,HHS Region,13
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.04
202436,2023-24,Average patients with influenza in ICU,2,HHS Region,2.29
202436,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,48.43
202436,2023-24,Influenza Hospital Admissions,3,HHS Region,59
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.19
202436,2023-24,Average patients with influenza in ICU,3,HHS Region,10.29
202436,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,54.43
202436,2023-24,Influenza Hospital Admissions,4,HHS Region,74
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.11
202436,2023-24,Average patients with influenza in ICU,4,HHS Region,4.29
202436,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,11
202436,2023-24,Influenza Hospital Admissions,5,HHS Region,13
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.02
202436,2023-24,Average patients with influenza in ICU,5,HHS Region,1.71
202436,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,4.14
202436,2023-24,Influenza Hospital Admissions,6,HHS Region,11
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.03
202436,2023-24,Average patients with influenza in ICU,6,HHS Region,0
202436,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,1.43
202436,2023-24,Influenza Hospital Admissions,7,HHS Region,2
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.01
202436,2023-24,Average patients with influenza in ICU,7,HHS Region,0.14
202436,2023-24,Influenza Hospitalization (Avg 7 Day),8,HHS Region,2
202436,2023-24,Influenza Hospital Admissions,8,HHS Region,2
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,8,HHS Region,0.02
202436,2023-24,Average patients with influenza in ICU,8,HHS Region,0
202436,2023-24,Influenza Hospitalization (Avg 7 Day),9,HHS Region,31.71
202436,2023-24,Influenza Hospital Admissions,9,HHS Region,30
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,9,HHS Region,0.06
202436,2023-24,Average patients with influenza in ICU,9,HHS Region,4.57
202436,2023-24,Influenza Hospitalization (Avg 7 Day),10,HHS Region,6.29
202436,2023-24,Influenza Hospital Admissions,10,HHS Region,10
202436,2023-24,Influenza Hospital Admissions Rate Per 100k,10,HHS Region,0.07
202436,2023-24,Average patients with influenza in ICU,10,HHS Region,0.29
202437,2023-24,Influenza Hospitalization (Avg 7 Day),1,HHS Region,9.71
202437,2023-24,Influenza Hospital Admissions,1,HHS Region,2
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,1,HHS Region,0.01
202437,2023-24,Average patients with influenza in ICU,1,HHS Region,0.71
202437,2023-24,Influenza Hospitalization (Avg 7 Day),2,HHS Region,16.43
202437,2023-24,Influenza Hospital Admissions,2,HHS Region,22
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,2,HHS Region,0.07
202437,2023-24,Average patients with influenza in ICU,2,HHS Region,1.43
202437,2023-24,Influenza Hospitalization (Avg 7 Day),3,HHS Region,57.43
202437,2023-24,Influenza Hospital Admissions,3,HHS Region,82
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,3,HHS Region,0.27
202437,2023-24,Average patients with influenza in ICU,3,HHS Region,11.57
202437,2023-24,Influenza Hospitalization (Avg 7 Day),4,HHS Region,62.86
202437,2023-24,Influenza Hospital Admissions,4,HHS Region,103
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,4,HHS Region,0.15
202437,2023-24,Average patients with influenza in ICU,4,HHS Region,5.86
202437,2023-24,Influenza Hospitalization (Avg 7 Day),5,HHS Region,11.43
202437,2023-24,Influenza Hospital Admissions,5,HHS Region,30
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,5,HHS Region,0.06
202437,2023-24,Average patients with influenza in ICU,5,HHS Region,2.71
202437,2023-24,Influenza Hospitalization (Avg 7 Day),6,HHS Region,4.86
202437,2023-24,Influenza Hospital Admissions,6,HHS Region,4
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,6,HHS Region,0.01
202437,2023-24,Average patients with influenza in ICU,6,HHS Region,0.86
202437,2023-24,Influenza Hospitalization (Avg 7 Day),7,HHS Region,2.29
202437,2023-24,Influenza Hospital Admissions,7,HHS Region,3
202437,2023-24,Influenza Hospital Admissions Rate Per 100k,7,HHS Region,0.02
